cow_id,name,breed,age_years,parity,days_in_milk,baseline_yield_liters,milk_yield_liters,yield_drop_pct,ec_lf,ec_rf,ec_lh,ec_rh,max_ec,ec_variance,scc,body_temp_c,milk_ph,udder_swelling,kicking_behavior,subclinical_quarter,risk_level,financial_loss_inr,recommended_action,phytotherapy_recipe
COW-1085,Yamuna,Sahiwal,9.1,1,278,15.8,14.1,10.9,6.84,4.7,4.79,4.73,6.84,2.14,305846,38.7,6.91,0,1,LF,MEDIUM,6560,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1086,Ganga,Gir,3.4,5,178,16.3,16.1,1.5,4.68,4.66,4.76,4.56,4.76,0.2,158889,38.7,6.66,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1087,Gauri,HF Cross,8.6,5,122,21.4,7.9,63.3,7.15,7.13,6.93,7.13,7.15,0.22,1438683,40.1,7.3,2,2,RH,HIGH,42150,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1088,Gauri,Tharparkar,3.0,1,59,12.6,10.8,14.2,5.12,5.13,6.43,5.05,6.43,1.38,310889,38.8,6.87,1,0,LH,MEDIUM,8453,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1089,Radha,Rathi,4.7,1,271,11.3,9.6,15.1,5.08,6.55,5.01,5.06,6.55,1.54,262724,39.3,6.74,0,1,RF,MEDIUM,6844,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1090,Ganga,Murrah Buffalo,7.4,3,185,14.1,13.8,2.4,4.63,4.46,4.66,4.73,4.73,0.27,87503,38.7,6.63,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1091,Kamdhenu,HF Cross,6.2,4,226,21.6,21.3,1.6,4.63,4.82,4.72,4.8,4.82,0.19,151992,38.5,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1092,Ganga,Sahiwal,7.8,1,53,15.6,12.8,18.1,4.98,4.92,5.01,6.31,6.31,1.39,272598,39.0,6.81,1,1,RH,MEDIUM,7928,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1093,Meera,Tharparkar,9.4,1,15,11.2,6.2,44.5,7.9,7.8,8.03,7.99,8.03,0.23,911075,40.1,7.31,2,1,RF,HIGH,38446,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1094,Yamuna,Red Sindhi,7.2,3,48,12.4,10.5,15.0,4.84,4.82,4.73,6.62,6.62,1.89,280539,38.6,6.84,0,1,RH,MEDIUM,6792,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1095,Nandini,Sahiwal,8.1,5,247,19.0,5.6,70.5,7.14,7.33,7.31,7.12,7.33,0.21,1285738,40.0,7.18,2,2,LF,HIGH,46880,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1096,Nandini,Red Sindhi,3.7,5,70,13.2,13.1,0.4,4.92,5.1,5.01,4.86,5.1,0.24,138121,38.2,6.5,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1097,Kamdhenu,Sahiwal,4.3,2,90,18.6,14.8,20.6,5.21,7.06,5.19,5.2,7.06,1.87,305058,38.9,6.94,1,1,RF,MEDIUM,9019,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1098,Kapila,Gir,5.8,6,167,18.8,18.8,0.0,4.58,4.7,4.57,4.67,4.7,0.13,160018,38.5,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1099,Radha,Gir,7.0,1,271,16.3,16.3,0.3,5.14,4.93,5.2,5.09,5.2,0.27,129352,38.4,6.6,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1100,Meera,Murrah Buffalo,6.7,5,89,17.7,17.3,2.1,5.09,5.13,4.86,5.03,5.13,0.27,148177,38.8,6.57,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1101,Lakshmi,Sahiwal,7.5,4,280,17.1,16.8,1.5,4.66,4.7,4.68,4.75,4.75,0.09,154155,38.4,6.59,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1102,Bhavani,HF Cross,7.0,1,180,18.8,15.4,18.0,4.93,4.97,6.11,4.72,6.11,1.39,326837,38.6,6.82,1,1,LH,MEDIUM,9781,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1103,Gauri,HF Cross,7.1,2,55,20.5,19.5,4.7,5.07,5.03,5.07,5.05,5.07,0.04,147429,38.8,6.64,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1104,Gauri,Rathi,3.2,6,228,13.1,12.5,4.8,4.82,4.64,4.77,4.59,4.82,0.23,103142,38.7,6.59,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1105,Ganga,Sahiwal,3.0,1,271,18.6,15.2,18.3,6.41,5.07,5.06,4.93,6.41,1.48,263419,38.6,6.77,0,1,LF,MEDIUM,7994,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1106,Surabhi,Murrah Buffalo,7.2,2,239,15.7,12.9,18.1,4.74,4.96,4.9,6.21,6.21,1.47,210000,38.7,6.76,1,1,RH,MEDIUM,9410,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1107,Radha,Red Sindhi,5.2,5,226,15.8,13.2,16.2,5.0,7.05,5.1,5.27,7.05,2.05,330527,38.9,6.97,0,1,RF,MEDIUM,7341,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1108,Bhavani,Sahiwal,4.4,5,87,19.0,18.6,2.2,5.14,5.16,5.18,5.02,5.18,0.16,163264,38.4,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1109,Surabhi,Rathi,5.1,4,53,12.2,12.1,0.8,5.16,5.1,5.15,4.95,5.16,0.21,83791,38.9,6.65,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1110,Radha,Red Sindhi,5.8,2,252,12.7,12.3,3.4,4.47,4.65,4.56,4.62,4.65,0.18,70040,38.8,6.57,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1111,Yamuna,Tharparkar,3.3,3,133,11.8,11.6,1.6,4.84,4.74,4.64,4.87,4.87,0.23,74195,38.4,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1112,Sita,Rathi,2.6,5,135,14.3,14.1,1.3,4.46,4.52,4.41,4.55,4.55,0.14,114247,38.6,6.52,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1113,Yamuna,Murrah Buffalo,3.0,5,290,15.0,5.1,66.2,6.76,6.27,6.47,6.46,6.76,0.49,1242103,40.4,7.36,2,2,Both Hind,HIGH,42206,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1114,Nandini,Sahiwal,7.6,6,65,18.6,14.5,21.8,4.72,4.72,6.65,4.87,6.65,1.93,241275,38.5,6.92,1,0,LH,MEDIUM,10791,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1115,Ganga,Gir,7.5,4,30,15.8,15.5,1.7,4.48,4.75,4.62,4.77,4.77,0.29,141630,38.4,6.67,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1116,Yamuna,Tharparkar,4.3,6,109,11.7,4.0,66.0,8.13,8.01,8.15,8.47,8.47,0.46,1612754,40.2,7.56,2,2,LF,HIGH,46554,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1117,Ganga,Tharparkar,7.3,3,277,11.6,11.3,2.5,4.73,4.9,4.66,4.69,4.9,0.24,191436,38.5,6.64,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1118,Kamdhenu,Gir,4.8,3,168,16.7,14.5,13.3,5.0,7.24,5.16,5.0,7.24,2.24,415804,38.6,6.87,0,0,RF,MEDIUM,7529,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1119,Gauri,Tharparkar,5.0,6,93,15.7,15.7,0.0,4.95,4.72,4.73,4.95,4.95,0.23,167044,38.2,6.51,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1120,Nandini,Murrah Buffalo,5.2,5,28,15.6,13.6,13.0,4.96,4.91,6.74,4.86,6.74,1.88,301141,39.0,6.94,0,0,LH,MEDIUM,7556,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1121,Ganga,Tharparkar,6.1,5,72,11.6,11.6,0.0,4.92,4.7,4.89,4.77,4.92,0.22,132593,38.8,6.5,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1122,Kamdhenu,Sahiwal,8.5,4,100,19.4,19.4,0.0,4.61,4.66,4.5,4.51,4.66,0.16,128055,38.6,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1123,Kamdhenu,Rathi,6.3,3,92,14.3,7.4,48.3,6.77,6.68,7.14,7.02,7.14,0.46,1168807,39.7,7.35,2,2,Both Front,HIGH,32580,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1124,Nandini,Rathi,6.5,4,78,13.7,13.7,0.0,4.84,4.75,4.69,4.77,4.84,0.15,142830,38.3,6.55,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1125,Kalyani,Rathi,3.0,3,49,12.7,10.7,16.0,4.86,4.78,6.09,4.84,6.09,1.31,315612,39.0,6.74,0,0,LH,MEDIUM,8161,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1126,Ganga,Murrah Buffalo,3.7,3,127,14.1,7.0,50.6,8.04,8.27,8.22,7.97,8.27,0.3,1376416,40.0,7.13,2,1,LH,HIGH,41534,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1127,Gauri,Sahiwal,6.6,5,90,15.0,12.5,16.9,5.14,5.22,6.96,4.98,6.96,1.98,312507,38.5,6.78,0,1,LH,MEDIUM,8680,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1128,Gauri,Gir,6.0,6,160,17.9,17.8,0.5,4.74,4.62,4.63,4.7,4.74,0.12,88074,38.9,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1129,Ganga,Tharparkar,5.4,4,116,12.0,11.7,2.4,4.96,5.16,4.97,4.99,5.16,0.2,137489,38.5,6.57,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1130,Bhavani,Murrah Buffalo,6.1,1,175,13.5,13.4,1.1,4.66,4.63,4.9,4.88,4.9,0.27,156512,38.4,6.55,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1131,Surabhi,Sahiwal,9.2,2,179,19.6,15.4,21.3,5.08,6.3,5.08,5.02,6.3,1.28,210000,38.5,6.93,1,0,RF,MEDIUM,9395,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1132,Sita,Murrah Buffalo,2.8,3,265,15.6,13.3,14.8,4.7,4.73,4.73,6.41,6.41,1.71,435147,38.7,6.87,0,1,RH,MEDIUM,6784,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1133,Sita,Rathi,3.9,5,159,10.4,10.3,1.3,4.89,5.11,5.01,4.84,5.11,0.27,140893,38.9,6.65,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1134,Kamdhenu,Tharparkar,5.1,3,199,14.5,14.4,0.4,4.81,4.67,4.7,4.76,4.81,0.14,96556,38.2,6.59,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1135,Kapila,Rathi,5.7,5,275,10.8,3.3,69.0,7.12,6.97,6.7,6.73,7.12,0.42,702211,39.9,7.09,2,2,LH,HIGH,51722,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1136,Radha,Tharparkar,8.2,3,181,14.0,7.1,49.3,7.35,7.34,7.19,7.17,7.35,0.18,1790499,40.6,7.25,2,1,Both Hind,HIGH,33491,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1137,Sita,Tharparkar,3.7,6,206,10.9,9.5,12.4,6.6,4.89,4.97,4.96,6.6,1.71,423596,38.8,6.75,1,0,LF,MEDIUM,7285,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1138,Ganga,Rathi,4.0,3,256,13.2,13.0,1.2,4.73,4.56,4.56,4.69,4.73,0.17,183309,38.6,6.52,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1139,Tulsi,HF Cross,7.0,6,147,22.9,21.9,4.4,4.67,4.57,4.79,4.59,4.79,0.22,99353,38.2,6.64,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1140,Radha,HF Cross,4.0,6,262,20.5,20.3,0.8,5.15,4.99,4.95,5.11,5.15,0.2,81050,38.6,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1141,Surabhi,Tharparkar,8.2,2,160,10.3,4.2,58.9,7.16,7.05,7.18,7.01,7.18,0.17,992662,39.9,7.26,2,2,LF,HIGH,39699,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1142,Kamdhenu,Rathi,7.7,2,136,10.3,3.4,67.0,7.51,7.72,7.91,7.54,7.91,0.4,909167,40.3,7.24,2,1,RF,HIGH,50516,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1143,Devi,Sahiwal,5.3,4,256,17.9,14.6,18.7,4.9,4.98,6.6,4.88,6.6,1.72,303273,38.6,6.77,0,0,LH,MEDIUM,8900,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1144,Devi,Red Sindhi,3.7,1,215,14.7,14.5,1.6,5.06,4.89,4.81,4.89,5.06,0.25,156438,38.6,6.52,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1145,Sita,Gir,9.0,3,157,16.7,13.6,18.8,5.03,5.15,5.08,6.68,6.68,1.65,372597,38.5,6.86,1,0,RH,MEDIUM,8108,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-1146,Tulsi,Murrah Buffalo,8.0,5,110,13.1,7.2,44.9,8.16,7.91,8.26,7.96,8.26,0.35,968081,40.4,7.14,2,2,RH,HIGH,34514,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1147,Lakshmi,Murrah Buffalo,5.2,4,148,17.7,17.4,1.9,4.79,4.98,4.99,4.8,4.99,0.2,66829,38.2,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1148,Kamdhenu,Tharparkar,4.6,4,269,15.5,4.1,73.5,7.96,8.14,7.8,7.71,8.14,0.43,883489,40.5,7.05,2,2,LH,HIGH,47259,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1149,Kapila,HF Cross,9.4,3,224,23.6,7.6,67.6,8.3,8.26,8.21,8.16,8.3,0.14,1176872,39.7,7.15,2,2,Both Hind,HIGH,50453,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-1150,Tulsi,Murrah Buffalo,3.0,5,69,12.4,12.0,3.0,4.83,4.7,4.75,4.81,4.83,0.13,131658,38.3,6.56,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1151,Kamdhenu,HF Cross,3.9,5,262,18.7,18.3,2.3,4.97,4.99,4.97,4.85,4.99,0.14,109808,38.7,6.51,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-1152,Kapila,HF Cross,8.1,6,23,21.2,18.9,10.8,4.85,7.12,4.86,5.14,7.12,2.27,420909,38.5,6.76,1,0,RF,MEDIUM,5867,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
